shipment_id,order_id,supplier_id,warehouse_id,product_id,ship_date,promised_delivery_date,actual_delivery_date,delay_days,is_delayed,delay_reason,carrier,shipment_status,stockout_flag,warehouse_overload_flag
SHP-011051,ORD-011051,SUP-011,WH-008,PRD-0122,2025-10-13,2025-10-22,2025-10-24,2.0,True,carrier_delay,Kuehne+Nagel,delivered,True,True
SHP-011052,ORD-011052,SUP-018,WH-001,PRD-0119,2025-05-25,2025-06-01,2025-06-04,3.0,True,inventory_shortage,UPS,delivered,True,False
SHP-011053,ORD-011053,SUP-003,WH-003,PRD-0173,2025-11-30,2025-12-06,2025-12-05,-1.0,False,,Kuehne+Nagel,delivered,False,False
SHP-011054,ORD-011054,SUP-018,WH-004,PRD-0038,2025-11-18,2025-11-28,2025-11-29,1.0,True,,DPD,delivered,False,False
SHP-011055,ORD-011055,SUP-014,WH-001,PRD-0085,2025-11-20,2025-11-21,2025-11-20,-1.0,False,,Kuehne+Nagel,delivered,False,False
SHP-011056,ORD-011056,SUP-006,WH-001,PRD-0098,2025-07-06,2025-07-13,2025-07-18,5.0,True,inventory_shortage,DPD,delivered,True,False
SHP-011057,ORD-011057,SUP-007,WH-002,PRD-0118,2025-06-01,2025-06-05,2025-06-12,7.0,True,inventory_shortage,DPD,delivered,True,False
SHP-011058,ORD-011058,SUP-014,WH-006,PRD-0103,2025-12-13,2025-12-19,2025-12-17,-2.0,False,,UPS,delivered,False,True
SHP-011059,ORD-011059,SUP-005,WH-006,PRD-0070,2025-02-27,2025-03-09,2025-03-09,0.0,False,,DHL Freight,delivered,False,False
SHP-011060,ORD-011060,SUP-016,WH-002,PRD-0154,2025-02-26,2025-03-12,2025-03-13,1.0,True,,UPS,delivered,False,False
SHP-011061,ORD-011061,SUP-014,WH-003,PRD-0156,2025-06-17,2025-06-24,2025-06-25,1.0,True,,DB Schenker,delivered,False,True
SHP-011062,ORD-011062,SUP-015,WH-003,PRD-0150,2025-07-16,2025-07-20,2025-07-18,-2.0,False,,DB Schenker,delivered,False,False
SHP-011063,ORD-011063,SUP-018,WH-001,PRD-0039,2025-06-06,2025-06-14,2025-06-13,-1.0,False,,DPD,delivered,False,False
SHP-011064,ORD-011064,SUP-022,WH-006,PRD-0168,2025-02-11,2025-02-20,2025-02-18,-2.0,False,,UPS,delivered,False,True
SHP-011065,ORD-011065,SUP-018,WH-005,PRD-0022,2025-12-20,2025-12-29,2025-12-29,0.0,False,,DB Schenker,delivered,True,False
SHP-011066,ORD-011066,SUP-018,WH-003,PRD-0038,2025-10-31,2025-11-04,2025-11-08,4.0,True,carrier_delay,Kuehne+Nagel,delivered,False,False
SHP-011067,ORD-011067,SUP-008,WH-003,PRD-0075,2025-08-26,2025-09-05,2025-09-05,0.0,False,,DPD,delivered,False,False
SHP-011068,ORD-011068,SUP-022,WH-006,PRD-0067,2025-08-18,2025-08-27,2025-08-27,0.0,False,,DHL Freight,delivered,False,False
SHP-011069,ORD-011069,SUP-005,WH-007,PRD-0070,2025-12-18,2025-12-28,,,,,DPD,in_transit,False,False
SHP-011070,ORD-011070,SUP-013,WH-004,PRD-0024,2025-12-26,2026-01-01,2026-01-01,0.0,False,,Kuehne+Nagel,delivered,True,False
SHP-011071,ORD-011071,SUP-015,WH-003,PRD-0011,2025-12-22,2025-12-28,2025-12-28,0.0,False,,UPS,delivered,True,False
SHP-011072,ORD-011072,SUP-024,WH-008,PRD-0026,2025-12-27,2026-01-11,2026-01-11,0.0,False,,DHL Freight,delivered,False,True
SHP-011073,ORD-011073,SUP-005,WH-007,PRD-0070,2025-10-15,2025-10-26,2025-10-29,3.0,True,inventory_shortage,DHL Freight,delivered,True,False
SHP-011074,ORD-011074,SUP-007,WH-001,PRD-0118,2025-12-27,2026-01-04,,,,,Kuehne+Nagel,in_transit,False,False
SHP-011075,ORD-011075,SUP-016,WH-005,PRD-0154,2025-07-17,2025-07-28,2025-07-28,0.0,False,,Kuehne+Nagel,delivered,False,False
SHP-011076,ORD-011076,SUP-008,WH-008,PRD-0139,2026-01-01,2026-01-11,2026-01-21,10.0,True,supplier_late_dispatch,UPS,delivered,False,False
SHP-011077,ORD-011077,SUP-014,WH-003,PRD-0160,2025-06-05,2025-06-12,2025-06-11,-1.0,False,,Kuehne+Nagel,delivered,True,False
SHP-011078,ORD-011078,SUP-007,WH-008,PRD-0129,2025-04-14,2025-04-23,2025-04-21,-2.0,False,,UPS,delivered,False,False
SHP-011079,ORD-011079,SUP-011,WH-007,PRD-0166,2025-12-20,2025-12-28,2025-12-28,0.0,False,,Kuehne+Nagel,delivered,False,False
SHP-011080,ORD-011080,SUP-015,WH-005,PRD-0115,2025-01-10,2025-01-16,,,,,Kuehne+Nagel,in_transit,False,False
SHP-011081,ORD-011081,SUP-015,WH-001,PRD-0163,2025-11-12,2025-11-18,2025-11-16,-2.0,False,,Kuehne+Nagel,delivered,False,False
SHP-011082,ORD-011082,SUP-009,WH-005,PRD-0042,2025-07-30,2025-08-03,2025-08-05,2.0,True,inventory_shortage,UPS,delivered,True,False
SHP-011083,ORD-011083,SUP-001,WH-005,PRD-0121,2025-09-08,2025-09-15,2025-09-19,4.0,True,supplier_late_dispatch,DB Schenker,delivered,False,False
SHP-011084,ORD-011084,SUP-023,WH-005,PRD-0033,2025-05-31,2025-06-10,2025-06-08,-2.0,False,,Kuehne+Nagel,delivered,False,False
SHP-011085,ORD-011085,SUP-018,WH-002,PRD-0145,2025-03-28,2025-04-05,,,,,DHL Freight,in_transit,True,False
SHP-011086,ORD-011086,SUP-018,WH-008,PRD-0077,2025-01-30,2025-02-03,2025-02-03,0.0,False,,DPD,delivered,False,True
SHP-011087,ORD-011087,SUP-004,WH-005,PRD-0178,2025-12-23,2026-01-04,2026-01-03,-1.0,False,,UPS,delivered,True,True
SHP-011088,ORD-011088,SUP-019,WH-008,PRD-0125,2026-01-02,2026-01-09,2026-01-09,0.0,False,,DB Schenker,delivered,False,True
SHP-011089,ORD-011089,SUP-017,WH-006,PRD-0172,2025-10-05,2025-10-16,2025-10-20,4.0,True,customs_documentation,DHL Freight,delivered,False,False
SHP-011090,ORD-011090,SUP-007,WH-008,PRD-0036,2025-06-25,2025-07-01,2025-07-02,1.0,True,,Kuehne+Nagel,delivered,False,False
SHP-011091,ORD-011091,SUP-004,WH-008,PRD-0169,2025-11-09,2025-11-21,2025-11-24,3.0,True,supplier_late_dispatch,UPS,delivered,False,False
SHP-011092,ORD-011092,SUP-001,WH-004,PRD-0002,2025-09-12,2025-09-20,2025-09-19,-1.0,False,,DB Schenker,delivered,False,False
SHP-011093,ORD-011093,SUP-006,WH-002,PRD-0135,2025-11-15,2025-11-21,,,,,DPD,in_transit,False,True
SHP-011094,ORD-011094,SUP-008,WH-006,PRD-0133,2025-12-10,2025-12-21,2025-12-19,-2.0,False,,DB Schenker,delivered,False,True
SHP-011095,ORD-011095,SUP-011,WH-002,PRD-0051,2025-08-02,2025-08-09,,,,,Kuehne+Nagel,in_transit,False,False
SHP-011096,ORD-011096,SUP-007,WH-002,PRD-0036,2025-03-31,2025-04-08,2025-04-08,0.0,False,,UPS,delivered,False,False
SHP-011097,ORD-011097,SUP-023,WH-003,PRD-0033,2025-08-14,2025-08-25,2025-08-23,-2.0,False,,Kuehne+Nagel,delivered,False,False
SHP-011098,ORD-011098,SUP-011,WH-008,PRD-0146,2025-12-22,2026-01-01,2025-12-30,-2.0,False,,UPS,delivered,True,False
SHP-011099,ORD-011099,SUP-001,WH-003,PRD-0012,2025-02-23,2025-03-03,2025-03-03,0.0,False,,DHL Freight,delivered,False,False
SHP-011100,ORD-011100,SUP-024,WH-007,PRD-0026,2025-10-18,2025-10-26,2025-10-25,-1.0,False,,DB Schenker,delivered,True,False
SHP-011101,ORD-011101,SUP-022,WH-008,PRD-0010,2025-05-26,2025-06-02,2025-06-06,4.0,True,warehouse_capacity_constraint,DPD,delivered,False,False
SHP-011102,ORD-011102,SUP-004,WH-003,PRD-0017,2025-11-01,2025-11-10,,,,,DPD,in_transit,False,True
SHP-011103,ORD-011103,SUP-014,WH-001,PRD-0085,2025-10-21,,2025-10-24,-2.0,False,,Kuehne+Nagel,delivered,False,False
SHP-011104,ORD-011104,SUP-006,WH-005,PRD-0004,2025-05-23,2025-05-26,2025-05-26,0.0,False,,UPS,delivered,False,True
SHP-011105,ORD-011105,SUP-022,WH-003,PRD-0010,2025-11-28,2025-12-05,2025-12-07,2.0,True,warehouse_capacity_constraint,DHL Freight,delivered,True,True
SHP-011106,ORD-011106,SUP-018,WH-001,PRD-0009,2025-11-20,2025-11-25,2025-12-02,7.0,True,carrier_delay,DHL Freight,delivered,False,True
SHP-011107,ORD-011107,SUP-020,WH-003,PRD-0088,2025-11-18,2025-11-28,2025-11-26,-2.0,False,,UPS,delivered,False,False
SHP-011108,ORD-011108,SUP-019,WH-005,PRD-0016,2025-12-28,2026-01-03,2026-01-01,-2.0,False,,Kuehne+Nagel,delivered,False,False
SHP-011109,ORD-011109,SUP-001,WH-004,PRD-0121,2025-01-09,2025-01-16,2025-01-21,5.0,True,inventory_shortage,DPD,delivered,True,False
SHP-011110,ORD-011110,SUP-008,WH-003,PRD-0075,2025-09-15,2025-09-26,2025-09-26,0.0,False,,DB Schenker,delivered,False,False
SHP-011111,ORD-011111,SUP-006,WH-008,PRD-0098,2025-11-29,2025-12-02,2025-12-06,4.0,True,warehouse_capacity_constraint,DB Schenker,delivered,False,True
SHP-011112,ORD-011112,SUP-001,WH-008,PRD-0175,2025-02-03,2025-02-11,2025-02-10,-1.0,False,,Kuehne+Nagel,delivered,False,False
SHP-011113,ORD-011113,SUP-023,WH-005,PRD-0179,2025-11-13,2025-11-20,2025-11-20,0.0,False,,Kuehne+Nagel,delivered,False,False
SHP-011114,ORD-011114,SUP-003,WH-001,PRD-0061,2025-06-24,2025-06-30,2025-06-30,0.0,False,,DB Schenker,delivered,False,False
SHP-011115,ORD-011115,SUP-020,WH-005,PRD-0041,2025-03-02,2025-03-09,2025-03-08,-1.0,False,,UPS,delivered,False,False
SHP-011116,ORD-011116,SUP-012,WH-008,PRD-0094,2025-05-10,2025-05-21,2025-06-04,14.0,True,carrier_delay,Kuehne+Nagel,delivered,True,True
SHP-011117,ORD-011117,SUP-016,WH-003,PRD-0096,2025-08-07,2025-08-20,2025-08-20,0.0,False,,Kuehne+Nagel,delivered,False,False
SHP-011118,ORD-011118,SUP-024,WH-001,PRD-0019,2025-01-13,2025-01-23,2025-01-21,-2.0,False,,UPS,delivered,False,False
SHP-011119,ORD-011119,SUP-002,WH-004,PRD-0138,2025-08-14,2025-08-25,2025-08-23,-2.0,False,,UPS,delivered,False,False
SHP-011120,ORD-011120,SUP-004,WH-002,PRD-0003,2025-10-25,2025-11-06,2025-11-07,1.0,True,,Kuehne+Nagel,delivered,False,False
SHP-011121,ORD-011121,SUP-016,WH-006,PRD-0142,2025-12-01,2025-12-15,2025-12-16,1.0,True,warehouse_capacity_constraint,DHL Freight,delivered,True,True
SHP-011122,ORD-011122,SUP-008,WH-004,PRD-0054,2025-12-22,2026-01-02,2025-12-31,-2.0,False,,DHL Freight,delivered,False,False
SHP-011123,ORD-011123,SUP-015,WH-003,PRD-0163,2025-05-30,2025-06-06,2025-06-07,1.0,True,,DPD,delivered,False,False
SHP-011124,ORD-011124,SUP-011,WH-005,PRD-0063,2025-10-06,2025-10-15,2025-10-13,-2.0,False,,DPD,delivered,False,True
SHP-011125,ORD-011125,SUP-011,WH-008,PRD-0159,2025-12-12,2025-12-20,2025-12-22,2.0,True,warehouse_capacity_constraint,DB Schenker,delivered,False,True
SHP-011126,ORD-011126,SUP-015,WH-006,PRD-0090,2025-08-06,2025-08-13,,,,,UPS,in_transit,False,False
SHP-011127,ORD-011127,SUP-011,WH-001,PRD-0146,2025-10-09,2025-10-15,2025-10-20,5.0,True,inventory_shortage,Kuehne+Nagel,delivered,True,False
SHP-011128,ORD-011128,SUP-012,WH-003,PRD-0176,2025-09-24,2025-10-04,2025-10-04,0.0,False,,DHL Freight,delivered,False,False
SHP-011129,ORD-011129,SUP-016,WH-005,PRD-0008,2025-11-06,2025-11-18,2025-11-18,0.0,False,,DHL Freight,delivered,False,False
SHP-011130,ORD-011130,SUP-010,WH-006,PRD-0151,2025-02-11,2025-02-14,2025-02-13,-1.0,False,,Kuehne+Nagel,delivered,False,False
SHP-011131,ORD-011131,SUP-004,WH-008,PRD-0045,2025-12-29,2026-01-08,2026-01-14,6.0,True,inventory_shortage,DHL Freight,delivered,True,False
SHP-011132,ORD-011132,SUP-003,WH-006,PRD-0173,2025-12-18,2025-12-22,2025-12-23,1.0,True,,Kuehne+Nagel,delivered,False,False
SHP-011133,ORD-011133,SUP-011,WH-007,PRD-0109,2025-12-13,2025-12-20,2025-12-20,0.0,False,,UPS,delivered,True,False
SHP-011134,ORD-011134,SUP-001,WH-002,PRD-0175,2025-02-21,2025-02-28,2025-02-28,0.0,False,,UPS,delivered,False,False
SHP-011135,ORD-011135,SUP-020,WH-004,PRD-0041,2025-10-06,2025-10-14,2025-10-14,0.0,False,,DB Schenker,delivered,False,False
SHP-011136,ORD-011136,SUP-015,WH-008,PRD-0177,2025-07-18,2025-07-22,2025-07-23,1.0,True,,DHL Freight,delivered,True,True
SHP-011137,ORD-011137,SUP-017,WH-007,PRD-0110,2025-10-13,2025-10-23,2025-10-21,-2.0,False,,DPD,delivered,False,False
SHP-011138,ORD-011138,SUP-007,WH-008,PRD-0129,2025-12-09,2025-12-17,2025-12-15,-2.0,False,,UPS,delivered,True,False
SHP-011139,ORD-011139,SUP-022,WH-002,PRD-0034,2025-09-12,2025-09-23,2025-09-22,-1.0,False,,DPD,delivered,False,True
SHP-011140,ORD-011140,SUP-012,WH-004,PRD-0097,2025-04-01,2025-04-16,,,,,DPD,in_transit,False,False
SHP-011141,ORD-011141,SUP-023,WH-004,PRD-0052,2025-08-07,2025-08-17,2025-08-17,0.0,False,,DB Schenker,delivered,False,False
SHP-011142,ORD-011142,SUP-024,WH-003,PRD-0117,2025-09-07,2025-09-20,2025-09-21,1.0,True,,DB Schenker,delivered,True,False
SHP-011143,ORD-011143,SUP-023,WH-008,PRD-0033,2025-07-02,2025-07-11,2025-07-11,0.0,False,,UPS,delivered,True,False
SHP-011144,ORD-011144,SUP-023,WH-005,PRD-0060,2025-06-18,2025-06-25,2025-06-25,0.0,False,,UPS,delivered,False,False
SHP-011145,ORD-011145,SUP-018,WH-006,PRD-0020,2025-08-27,2025-09-04,2025-09-03,-1.0,False,,Kuehne+Nagel,delivered,False,False
SHP-011146,ORD-011146,SUP-013,WH-005,PRD-0127,2025-02-18,2025-02-27,2025-02-28,1.0,True,warehouse_capacity_constraint,Kuehne+Nagel,delivered,False,False
SHP-011147,ORD-011147,SUP-016,WH-006,PRD-0005,2025-12-30,2026-01-14,2026-01-17,3.0,True,carrier_delay,DPD,delivered,True,False
SHP-011148,ORD-011148,SUP-015,WH-002,PRD-0158,2025-07-20,2025-07-26,2025-07-26,0.0,False,,UPS,delivered,False,False
SHP-011149,ORD-011149,SUP-024,WH-007,PRD-0019,2025-01-15,2025-01-25,2025-01-24,-1.0,False,,DPD,delivered,False,False
SHP-011150,ORD-011150,SUP-009,WH-002,PRD-0165,2025-10-14,2025-10-21,2025-10-28,7.0,True,carrier_delay,DPD,delivered,False,False
SHP-011151,ORD-011151,SUP-024,WH-001,PRD-0026,2025-01-21,2025-02-02,2025-02-03,1.0,True,,Kuehne+Nagel,delivered,False,True
SHP-011152,ORD-011152,SUP-022,WH-007,PRD-0168,2025-09-22,2025-09-27,2025-09-25,-2.0,False,,UPS,delivered,False,False
SHP-011153,ORD-011153,SUP-013,WH-004,PRD-0099,2025-05-24,2025-05-30,2025-05-30,0.0,False,,Kuehne+Nagel,delivered,False,True
SHP-011154,ORD-011154,SUP-008,WH-002,PRD-0106,2025-11-26,2025-12-06,2025-12-06,0.0,False,,DPD,delivered,True,False
SHP-011155,ORD-011155,SUP-013,WH-008,PRD-0099,2025-01-05,2025-01-13,,,,,DHL Freight,in_transit,False,True
SHP-011156,ORD-011156,SUP-010,WH-004,PRD-0151,2025-10-09,2025-10-13,2025-10-13,0.0,False,,DHL Freight,delivered,False,True
SHP-011157,ORD-011157,SUP-010,WH-008,PRD-0027,2025-06-12,2025-06-19,2025-06-18,-1.0,False,,Kuehne+Nagel,delivered,False,False
SHP-011158,ORD-011158,SUP-020,WH-008,PRD-0128,2025-09-28,2025-10-03,2025-10-02,-1.0,False,,Kuehne+Nagel,delivered,False,False
SHP-011159,ORD-011159,SUP-007,WH-004,PRD-0129,2025-08-18,2025-08-24,2025-08-23,-1.0,False,,UPS,delivered,False,False
SHP-011160,ORD-011160,SUP-014,WH-006,PRD-0102,2025-10-13,2025-10-15,2025-10-15,0.0,False,,UPS,delivered,False,False
SHP-011161,ORD-011161,SUP-012,WH-008,PRD-0176,2025-07-29,2025-08-13,2025-08-18,5.0,True,customs_documentation,DB Schenker,delivered,False,False
SHP-011162,ORD-011162,SUP-008,WH-005,PRD-0023,2025-01-25,2025-02-01,2025-02-01,0.0,False,,DB Schenker,delivered,False,False
SHP-011163,ORD-011163,SUP-002,WH-002,PRD-0031,2025-10-11,2025-10-22,2025-10-22,0.0,False,,UPS,delivered,False,True
SHP-011164,ORD-011164,SUP-009,WH-006,PRD-0055,2025-10-12,2025-10-19,2025-10-22,3.0,True,weather_disruption,DPD,delivered,False,False
SHP-011165,ORD-011165,SUP-001,WH-003,PRD-0013,2025-11-04,2025-11-12,2025-11-17,5.0,True,supplier_late_dispatch,Kuehne+Nagel,delivered,True,True
SHP-011166,ORD-011166,SUP-020,WH-002,PRD-0128,2025-12-07,2025-12-14,2025-12-13,-1.0,False,,UPS,delivered,True,True
SHP-011167,ORD-011167,SUP-011,WH-004,PRD-0159,2025-03-26,2025-04-04,2025-04-03,-1.0,False,,DHL Freight,delivered,True,False
SHP-011168,ORD-011168,SUP-014,WH-005,PRD-0126,2025-11-23,2025-11-24,2025-11-24,0.0,False,,DB Schenker,delivered,False,False
SHP-011169,ORD-011169,SUP-016,WH-002,PRD-0015,2025-05-28,2025-06-07,2025-06-14,7.0,True,customs_documentation,Kuehne+Nagel,delivered,False,True
SHP-011170,ORD-011170,SUP-023,WH-002,PRD-0060,2025-12-05,2025-12-15,2025-12-13,-2.0,False,,UPS,delivered,False,False
SHP-011171,ORD-011171,SUP-003,WH-008,PRD-0007,2025-09-14,2025-09-15,2025-09-15,0.0,False,,Kuehne+Nagel,delivered,False,False
SHP-011172,ORD-011172,SUP-018,WH-004,PRD-0020,2025-03-05,2025-03-09,2025-03-09,0.0,False,,UPS,delivered,False,False
SHP-011173,ORD-011173,SUP-013,WH-002,PRD-0127,2025-12-04,2025-12-08,2025-12-12,4.0,True,supplier_late_dispatch,Kuehne+Nagel,delivered,False,False
SHP-011174,ORD-011174,SUP-019,WH-008,PRD-0174,2025-01-07,2025-01-14,2025-01-15,1.0,True,inventory_shortage,UPS,delivered,False,False
SHP-011175,ORD-011175,SUP-020,WH-001,PRD-0128,2025-02-16,2025-02-19,2025-02-19,0.0,False,,DHL Freight,delivered,False,False
SHP-011176,ORD-011176,SUP-011,WH-001,PRD-0166,2025-07-07,2025-07-14,2025-07-13,-1.0,False,,UPS,delivered,False,False
SHP-011177,ORD-011177,SUP-022,WH-004,PRD-0089,2025-05-10,2025-05-20,2025-05-18,-2.0,False,,DB Schenker,delivered,False,False
SHP-011178,ORD-011178,SUP-008,WH-003,PRD-0048,2025-03-15,2025-03-23,2025-03-26,3.0,True,customs_documentation,Kuehne+Nagel,delivered,False,False
SHP-011179,ORD-011179,SUP-011,WH-001,PRD-0122,2025-11-07,2025-11-15,2025-11-20,5.0,True,inventory_shortage,DB Schenker,delivered,False,True
SHP-011180,ORD-011180,SUP-014,WH-002,PRD-0164,2025-04-02,2025-04-05,2025-04-08,3.0,True,weather_disruption,DB Schenker,delivered,False,False
SHP-011181,ORD-011181,SUP-021,WH-004,PRD-0072,2025-04-20,2025-04-28,,,,,DB Schenker,in_transit,False,False
SHP-011182,ORD-011182,SUP-011,WH-006,PRD-0146,2025-06-07,2025-06-14,2025-06-12,-2.0,False,,DPD,delivered,False,False
SHP-011183,ORD-011183,SUP-004,WH-004,PRD-0017,2025-08-03,2025-08-15,2025-08-20,5.0,True,inventory_shortage,DB Schenker,delivered,False,False
SHP-011184,ORD-011184,SUP-006,WH-006,PRD-0135,2025-12-23,2026-01-01,2026-01-01,0.0,False,,UPS,delivered,False,False
SHP-011185,ORD-011185,SUP-008,WH-006,PRD-0078,2025-11-07,2025-11-16,2025-11-14,-2.0,False,,DPD,delivered,False,True
SHP-011186,ORD-011186,SUP-008,WH-003,PRD-0053,2025-03-25,2025-04-05,2025-04-05,0.0,False,,DHL Freight,delivered,True,False
SHP-011187,ORD-011187,SUP-015,WH-005,PRD-0158,2025-08-04,2025-08-10,2025-08-10,0.0,False,,DB Schenker,delivered,False,False
SHP-011188,ORD-011188,SUP-014,WH-004,PRD-0164,2025-12-11,2025-12-14,2025-12-16,2.0,True,supplier_late_dispatch,Kuehne+Nagel,delivered,False,False
SHP-011189,ORD-011189,SUP-019,WH-008,PRD-0180,2025-12-22,2025-12-27,2025-12-27,0.0,False,,DB Schenker,delivered,False,False
SHP-011190,ORD-011190,SUP-015,WH-004,PRD-0018,2025-04-22,2025-04-27,2025-04-27,0.0,False,,Kuehne+Nagel,delivered,False,False
SHP-011191,ORD-011191,SUP-017,WH-008,PRD-0172,2025-04-06,2025-04-20,2025-04-20,0.0,False,,Kuehne+Nagel,delivered,False,False
SHP-011192,ORD-011192,SUP-003,WH-004,PRD-0035,2025-10-31,2025-11-02,2025-11-06,4.0,True,supplier_late_dispatch,DB Schenker,delivered,True,True
SHP-011193,ORD-011193,SUP-006,WH-003,PRD-0098,2025-10-30,2025-11-03,2025-11-01,-2.0,False,,DPD,delivered,False,False
SHP-011194,ORD-011194,SUP-010,WH-007,PRD-0027,2025-11-23,2025-11-26,2025-11-27,1.0,True,,UPS,delivered,False,False
SHP-011195,ORD-011195,SUP-008,WH-006,PRD-0054,2025-01-22,2025-02-02,2025-02-03,1.0,True,,DB Schenker,delivered,True,True
SHP-011196,ORD-011196,SUP-015,WH-006,PRD-0136,2025-12-09,2025-12-15,2025-12-15,0.0,False,,DB Schenker,delivered,False,False
SHP-011197,ORD-011197,SUP-011,WH-006,PRD-0143,2025-10-31,2025-11-09,2025-11-10,1.0,True,,UPS,delivered,False,True
SHP-011198,ORD-011198,SUP-020,WH-006,PRD-0155,2025-09-25,2025-10-03,2025-10-03,0.0,False,,DPD,delivered,False,False
SHP-011199,ORD-011199,SUP-022,WH-007,PRD-0168,2025-12-11,2025-12-21,2025-12-22,1.0,True,,Kuehne+Nagel,delivered,False,False
SHP-011200,ORD-011200,SUP-008,WH-008,PRD-0053,2025-10-20,2025-11-01,2025-10-31,-1.0,False,,DPD,delivered,False,True
SHP-011201,ORD-011201,SUP-018,WH-004,PRD-0039,2025-09-19,2025-09-27,2025-09-28,1.0,True,,DPD,delivered,False,True
SHP-011202,ORD-011202,SUP-008,WH-002,PRD-0069,2025-12-29,2026-01-06,2026-01-04,-2.0,False,,UPS,delivered,False,True
SHP-011203,ORD-011203,SUP-023,WH-002,PRD-0144,2025-08-20,2025-08-31,2025-08-31,0.0,False,,DPD,delivered,False,False
SHP-011204,ORD-011204,SUP-024,WH-007,PRD-0026,2025-01-31,2025-02-13,2025-02-12,-1.0,False,,UPS,delivered,True,False
SHP-011205,ORD-011205,SUP-011,WH-007,PRD-0001,2025-11-12,2025-11-19,2025-11-24,5.0,True,warehouse_capacity_constraint,UPS,delivered,False,True
SHP-011206,ORD-011206,SUP-008,WH-008,PRD-0081,2025-01-05,2025-01-15,,,,,Kuehne+Nagel,in_transit,False,True
SHP-011207,ORD-011207,SUP-007,WH-003,PRD-0118,2025-09-01,2025-09-07,2025-09-07,0.0,False,,DHL Freight,delivered,False,False
SHP-011208,ORD-011208,SUP-010,WH-002,PRD-0170,2025-12-04,2025-12-08,2025-12-08,0.0,False,,DPD,delivered,False,True
SHP-011209,ORD-011209,SUP-023,WH-003,PRD-0060,2025-10-03,2025-10-14,2025-10-14,0.0,False,,Kuehne+Nagel,delivered,False,False
SHP-011210,ORD-011210,SUP-023,WH-002,PRD-0131,2025-02-12,2025-02-24,2025-02-24,0.0,False,,Kuehne+Nagel,delivered,False,False
SHP-011211,ORD-011211,SUP-013,WH-008,PRD-0024,2025-07-25,2025-07-31,2025-07-31,0.0,False,,DHL Freight,delivered,True,False
SHP-011212,ORD-011212,SUP-017,WH-001,PRD-0059,2025-10-17,2025-10-30,,,,,DPD,in_transit,True,False
SHP-011213,ORD-011213,SUP-009,WH-002,PRD-0042,2025-04-20,2025-04-30,2025-04-30,0.0,False,,DHL Freight,delivered,False,False
SHP-011214,ORD-011214,SUP-018,WH-007,PRD-0119,2025-03-13,2025-03-22,2025-03-23,1.0,True,,Kuehne+Nagel,delivered,True,False
SHP-011215,ORD-011215,SUP-002,WH-002,PRD-0028,2025-05-16,2025-05-25,2025-05-25,0.0,False,,Kuehne+Nagel,delivered,True,False
SHP-011216,ORD-011216,SUP-020,WH-003,PRD-0128,2025-05-01,2025-05-07,2025-05-08,1.0,True,supplier_late_dispatch,UPS,delivered,True,False
SHP-011217,ORD-011217,SUP-013,WH-003,PRD-0099,2025-03-26,2025-04-03,2025-04-01,-2.0,False,,DB Schenker,delivered,False,False
SHP-011218,ORD-011218,SUP-015,WH-002,PRD-0107,2025-08-23,2025-08-29,2025-08-30,1.0,True,,UPS,delivered,False,True
SHP-011219,ORD-011219,SUP-018,WH-001,PRD-0120,2025-11-01,2025-11-08,,,,,DB Schenker,in_transit,True,True
SHP-011220,ORD-011220,SUP-014,WH-005,PRD-0160,2025-08-27,2025-09-02,2025-09-01,-1.0,False,,UPS,delivered,True,False
SHP-011221,ORD-011221,SUP-008,WH-008,PRD-0073,2025-01-04,2025-01-14,,,,,Kuehne+Nagel,in_transit,True,False
SHP-011222,ORD-011222,SUP-007,WH-002,PRD-0149,2025-04-14,2025-04-22,2025-04-22,0.0,False,,UPS,delivered,False,False
SHP-011223,ORD-011223,SUP-007,WH-006,PRD-0095,2025-07-05,2025-07-10,2025-07-13,3.0,True,inventory_shortage,UPS,delivered,True,True
SHP-011224,ORD-011224,SUP-015,WH-004,PRD-0018,2025-04-22,2025-04-28,2025-04-28,0.0,False,,DB Schenker,delivered,False,False
SHP-011225,ORD-011225,SUP-008,WH-006,PRD-0023,2025-08-12,2025-08-20,2025-08-20,0.0,False,,Kuehne+Nagel,delivered,False,False
SHP-011226,ORD-011226,SUP-011,WH-001,PRD-0063,2025-12-03,2025-12-09,2025-12-12,3.0,True,supplier_late_dispatch,Kuehne+Nagel,delivered,True,False
SHP-011227,ORD-011227,SUP-008,WH-003,PRD-0139,2025-12-24,2026-01-02,2026-01-16,14.0,True,warehouse_capacity_constraint,DHL Freight,delivered,False,False
SHP-011228,ORD-011228,SUP-008,WH-001,PRD-0078,2025-11-04,2025-11-17,2025-11-20,3.0,True,weather_disruption,DPD,delivered,False,True
SHP-011229,ORD-011229,SUP-018,WH-007,PRD-0077,2025-11-01,2025-11-08,2025-11-12,4.0,True,carrier_delay,Kuehne+Nagel,delivered,False,False
SHP-011230,ORD-011230,SUP-013,WH-003,PRD-0056,2025-11-22,2025-11-27,2025-11-27,0.0,False,,DPD,delivered,False,True
SHP-011231,ORD-011231,SUP-016,WH-004,PRD-0154,2025-12-21,2026-01-07,2026-01-08,1.0,True,,Kuehne+Nagel,delivered,False,False
SHP-011232,ORD-011232,SUP-002,WH-007,PRD-0031,2025-06-19,2025-07-03,2025-07-07,4.0,True,supplier_late_dispatch,DPD,delivered,False,False
