shipment_id,order_id,order_date,ship_date,promised_delivery_date,actual_delivery_date,supplier_id,supplier_name,supplier_reliability_score,warehouse_id,warehouse_name,warehouse_overload_flag,product_id,category,customer_region,order_quantity,priority,shipment_status,stockout_flag,delay_days,is_delayed,delay_reason
SHP-008823,ORD-008823,2025-09-30,2025-09-30,2025-10-15,2025-10-15,SUP-004,Nordic Freight Supplies,0.931,WH-007,Stuttgart Distribution Center,False,PRD-0045,Textiles,DE-East,296,standard,delivered,False,0,False,
SHP-008824,ORD-008824,2025-11-13,2025-11-14,2025-11-20,2025-11-18,SUP-006,Elbe Manufacturing,0.939,WH-004,Cologne Distribution Center,False,PRD-0098,Raw Materials,DE-Central,25,standard,delivered,False,-2,False,
SHP-008825,ORD-008825,2025-11-06,2025-11-07,2025-11-13,2025-11-16,SUP-011,Saxon Metals,0.611,WH-007,Stuttgart Distribution Center,False,PRD-0051,Electronics,DE-East,43,standard,delivered,False,3,True,supplier_late_dispatch
SHP-008826,ORD-008826,2025-10-20,2025-10-22,2025-11-01,2025-11-02,SUP-005,Main River Electronics,0.945,WH-006,Leipzig Distribution Center,False,PRD-0070,Mechanical,DE-South,239,standard,delivered,True,1,True,
SHP-008827,ORD-008827,2025-11-26,2025-11-26,2025-12-02,2025-12-02,SUP-019,Danube Tools,0.652,WH-003,Munich Distribution Center,False,PRD-0066,Mechanical,DE-North,88,standard,delivered,False,0,False,
SHP-008828,ORD-008828,2025-12-11,2025-12-12,2025-12-20,2025-12-18,SUP-015,Alpine Industrial Parts,0.925,WH-006,Leipzig Distribution Center,False,PRD-0150,Raw Materials,DE-North,414,critical,delivered,False,-2,False,
SHP-008829,ORD-008829,2025-09-26,2025-09-29,2025-10-03,2025-10-05,SUP-014,Baltic Packaging,0.868,WH-006,Leipzig Distribution Center,False,PRD-0104,Mechanical,DE-North,114,standard,delivered,False,2,True,supplier_late_dispatch
SHP-008830,ORD-008830,2025-12-11,2025-12-11,2025-12-21,,SUP-019,Danube Tools,0.652,WH-004,Cologne Distribution Center,False,PRD-0125,Electronics,DE-West,63,critical,in_transit,False,,,
SHP-008831,ORD-008831,2025-12-26,2025-12-28,2026-01-07,2026-01-07,SUP-004,Nordic Freight Supplies,0.931,WH-005,Frankfurt Distribution Center,False,PRD-0040,Electronics,DE-South,134,standard,delivered,False,0,False,
SHP-008832,ORD-008832,2025-01-12,2025-01-13,2025-01-21,2025-01-23,SUP-013,Rhine Components,0.887,WH-005,Frankfurt Distribution Center,False,PRD-0025,Packaging,DE-South,828,standard,delivered,True,2,True,inventory_shortage
SHP-008833,ORD-008833,2025-06-10,2025-06-13,2025-06-19,2025-06-19,SUP-013,Rhine Components,0.887,WH-004,Cologne Distribution Center,False,PRD-0025,Packaging,DE-South,934,expedited,delivered,True,0,False,
SHP-008834,ORD-008834,2025-08-12,2025-08-13,2025-08-18,2025-08-31,SUP-019,Danube Tools,0.652,WH-006,Leipzig Distribution Center,False,PRD-0046,Packaging,DE-Central,510,expedited,delivered,True,13,True,carrier_delay
SHP-008835,ORD-008835,2025-04-27,2025-04-30,2025-05-07,2025-05-10,SUP-018,Elbe Manufacturing,0.745,WH-003,Munich Distribution Center,False,PRD-0119,Packaging,DE-North,935,expedited,delivered,True,3,True,inventory_shortage
SHP-008836,ORD-008836,2025-12-06,2025-12-09,2025-12-10,2025-12-12,SUP-014,Baltic Packaging,0.868,WH-001,Berlin Distribution Center,False,PRD-0160,Packaging,DE-North,315,standard,delivered,True,2,True,weather_disruption
SHP-008837,ORD-008837,2025-11-12,2025-11-12,2025-11-23,2025-11-27,SUP-023,Saxon Metals,0.93,WH-001,Berlin Distribution Center,True,PRD-0033,Mechanical,DE-North,235,standard,delivered,False,4,True,supplier_late_dispatch
SHP-008838,ORD-008838,2025-12-14,2025-12-16,2025-12-19,2025-12-19,SUP-003,Alpine Industrial Parts,0.922,WH-002,Hamburg Distribution Center,False,PRD-0037,Mechanical,DE-North,224,standard,delivered,False,0,False,
SHP-008839,ORD-008839,2025-10-12,2025-10-13,2025-10-23,2025-10-27,SUP-008,Hanseatic Materials,0.604,WH-006,Leipzig Distribution Center,False,PRD-0048,Electronics,DE-North,131,standard,delivered,False,4,True,inventory_shortage
SHP-008840,ORD-008840,2025-04-14,2025-04-14,2025-04-24,2025-04-23,SUP-007,Danube Tools,0.771,WH-003,Munich Distribution Center,False,PRD-0149,Textiles,DE-South,127,standard,delivered,False,-1,False,
SHP-008841,ORD-008841,2025-04-23,2025-04-24,2025-05-07,2025-05-09,SUP-016,Nordic Freight Supplies,0.901,WH-008,Dortmund Distribution Center,False,PRD-0167,Textiles,DE-West,175,standard,delivered,False,2,True,supplier_late_dispatch
SHP-008842,ORD-008842,2025-09-14,2025-09-14,2025-09-21,2025-09-21,SUP-010,Black Forest Plastics,0.829,WH-008,Dortmund Distribution Center,False,PRD-0170,Electronics,DE-West,148,expedited,delivered,False,0,False,
SHP-008843,ORD-008843,2025-04-17,2025-04-20,2025-04-24,2025-04-26,SUP-021,Ruhr Mechanical,0.841,WH-008,Dortmund Distribution Center,False,PRD-0100,Packaging,DE-East,213,standard,delivered,False,2,True,quality_hold
SHP-008844,ORD-008844,2025-10-05,2025-10-05,2025-10-17,2025-10-19,SUP-023,Saxon Metals,0.93,WH-005,Frankfurt Distribution Center,False,PRD-0179,Textiles,DE-North,48,standard,delivered,False,2,True,warehouse_capacity_constraint
SHP-008845,ORD-008845,2025-08-25,2025-08-25,2025-09-04,,SUP-019,Danube Tools,0.652,WH-008,Dortmund Distribution Center,False,PRD-0066,Mechanical,DE-East,246,expedited,in_transit,False,,,
SHP-008846,ORD-008846,2025-08-22,2025-08-24,2025-09-05,2025-09-09,SUP-004,Nordic Freight Supplies,0.931,WH-001,Berlin Distribution Center,False,PRD-0003,Mechanical,DE-East,246,standard,delivered,False,4,True,supplier_late_dispatch
SHP-008847,ORD-008847,2025-10-17,2025-10-19,2025-10-30,2025-10-31,SUP-023,Saxon Metals,0.93,WH-002,Hamburg Distribution Center,False,PRD-0153,Electronics,DE-West,88,standard,delivered,False,1,True,
SHP-008848,ORD-008848,2025-11-21,2025-11-24,2025-11-29,2025-11-28,SUP-018,Elbe Manufacturing,0.745,WH-003,Munich Distribution Center,False,PRD-0134,Raw Materials,DE-Central,216,standard,delivered,False,-1,False,
SHP-008849,ORD-008849,2025-07-29,2025-07-31,2025-08-05,,SUP-015,Alpine Industrial Parts,0.925,WH-001,Berlin Distribution Center,True,PRD-0177,Mechanical,DE-West,178,standard,in_transit,False,,,
SHP-008850,ORD-008850,2025-04-17,2025-04-20,2025-04-24,2025-04-22,SUP-011,Saxon Metals,0.611,WH-004,Cologne Distribution Center,False,PRD-0082,Packaging,DE-West,694,standard,delivered,False,-2,False,
SHP-008851,ORD-008851,2025-11-02,2025-11-02,2025-11-13,2025-11-11,SUP-008,Hanseatic Materials,0.604,WH-006,Leipzig Distribution Center,True,PRD-0069,Mechanical,DE-Central,155,standard,delivered,False,-2,False,
SHP-008852,ORD-008852,2025-11-18,2025-11-19,2025-11-23,2025-11-23,SUP-003,Alpine Industrial Parts,0.922,WH-008,Dortmund Distribution Center,False,PRD-0061,Electronics,DE-South,91,standard,delivered,False,0,False,
SHP-008853,ORD-008853,2025-04-13,2025-04-16,2025-04-21,2025-04-21,SUP-019,Danube Tools,0.652,WH-008,Dortmund Distribution Center,True,PRD-0046,Packaging,DE-North,383,standard,delivered,False,0,False,
SHP-008854,ORD-008854,2025-12-26,2025-12-29,2026-01-01,2025-12-30,SUP-013,Rhine Components,0.887,WH-001,Berlin Distribution Center,True,PRD-0092,Mechanical,DE-North,96,critical,delivered,False,-2,False,
SHP-008855,ORD-008855,2025-12-21,2025-12-22,2026-01-07,2026-01-08,SUP-016,Nordic Freight Supplies,0.901,WH-004,Cologne Distribution Center,False,PRD-0142,Packaging,DE-West,149,standard,delivered,False,1,True,
SHP-008856,ORD-008856,2025-09-15,2025-09-17,2025-09-25,2025-09-26,SUP-019,Danube Tools,0.652,WH-002,Hamburg Distribution Center,False,PRD-0174,Raw Materials,DE-South,153,expedited,delivered,True,1,True,inventory_shortage
SHP-008857,ORD-008857,2025-07-31,2025-08-03,2025-08-09,2025-08-11,SUP-007,Danube Tools,0.771,WH-004,Cologne Distribution Center,False,PRD-0129,Raw Materials,DE-North,344,standard,delivered,False,2,True,inventory_shortage
SHP-008858,ORD-008858,2025-09-25,2025-09-28,2025-10-06,2025-10-06,SUP-021,Ruhr Mechanical,0.841,WH-006,Leipzig Distribution Center,False,PRD-0100,Packaging,DE-North,637,critical,delivered,True,0,False,
SHP-008859,ORD-008859,2025-10-12,2025-10-14,2025-10-20,2025-10-21,SUP-003,Alpine Industrial Parts,0.922,WH-004,Cologne Distribution Center,False,PRD-0037,Mechanical,DE-Central,347,standard,delivered,True,1,True,
SHP-008860,ORD-008860,2025-11-08,2025-11-10,2025-11-24,2025-11-25,SUP-016,Nordic Freight Supplies,0.901,WH-007,Stuttgart Distribution Center,False,PRD-0096,Raw Materials,DE-South,30,standard,delivered,False,1,True,
SHP-008861,ORD-008861,2025-11-12,2025-11-14,2025-11-23,2025-11-25,SUP-011,Saxon Metals,0.611,WH-001,Berlin Distribution Center,False,PRD-0001,Electronics,DE-Central,13,expedited,delivered,False,2,True,supplier_late_dispatch
SHP-008862,ORD-008862,2025-12-24,2025-12-26,2026-01-03,2026-01-03,SUP-011,Saxon Metals,0.611,WH-007,Stuttgart Distribution Center,False,PRD-0122,Mechanical,DE-Central,17,standard,delivered,False,0,False,
SHP-008863,ORD-008863,2025-05-21,2025-05-22,2025-05-28,2025-05-27,SUP-018,Elbe Manufacturing,0.745,WH-007,Stuttgart Distribution Center,False,PRD-0145,Mechanical,DE-East,109,expedited,delivered,False,-1,False,
SHP-008864,ORD-008864,2025-02-03,2025-02-05,2025-02-11,,SUP-003,Alpine Industrial Parts,0.922,WH-003,Munich Distribution Center,False,PRD-0037,Mechanical,DE-East,108,standard,in_transit,False,,,
SHP-008865,ORD-008865,2025-01-20,2025-01-22,2025-01-28,2025-01-29,SUP-011,Saxon Metals,0.611,WH-007,Stuttgart Distribution Center,False,PRD-0063,Mechanical,DE-South,272,expedited,delivered,False,1,True,
SHP-008866,ORD-008866,2025-12-15,2025-12-15,2025-12-23,2025-12-23,SUP-010,Black Forest Plastics,0.829,WH-001,Berlin Distribution Center,True,PRD-0157,Raw Materials,DE-Central,403,standard,delivered,False,0,False,
SHP-008867,ORD-008867,2025-12-31,2026-01-01,2026-01-10,2026-01-16,SUP-013,Rhine Components,0.887,WH-002,Hamburg Distribution Center,True,PRD-0025,Packaging,DE-East,139,expedited,delivered,False,6,True,supplier_late_dispatch
SHP-008868,ORD-008868,2025-11-28,2025-11-30,2025-12-11,2025-12-13,SUP-024,Bavaria Textile Group,0.894,WH-007,Stuttgart Distribution Center,False,PRD-0026,Textiles,DE-West,72,standard,delivered,True,2,True,warehouse_capacity_constraint
SHP-008869,ORD-008869,2025-12-07,2025-12-08,2025-12-15,2025-12-19,SUP-021,Ruhr Mechanical,0.841,WH-002,Hamburg Distribution Center,False,PRD-0072,Electronics,DE-East,90,standard,delivered,False,4,True,customs_documentation
SHP-008870,ORD-008870,2025-07-10,2025-07-11,2025-07-17,,SUP-018,Elbe Manufacturing,0.745,WH-006,Leipzig Distribution Center,True,PRD-0120,Mechanical,DE-North,110,standard,in_transit,False,,,
SHP-008871,ORD-008871,2025-02-18,2025-02-18,2025-02-25,2025-02-25,SUP-019,Danube Tools,0.652,WH-003,Munich Distribution Center,False,PRD-0180,Electronics,DE-South,12,standard,delivered,False,0,False,
SHP-008872,ORD-008872,2025-01-20,2025-01-23,2025-01-31,2025-02-04,SUP-004,Nordic Freight Supplies,0.931,WH-001,Berlin Distribution Center,False,PRD-0169,Packaging,DE-East,280,expedited,delivered,False,4,True,carrier_delay
SHP-008873,ORD-008873,2025-11-29,2025-12-01,2025-12-05,2025-12-09,SUP-007,Danube Tools,0.771,WH-003,Munich Distribution Center,True,PRD-0149,Textiles,DE-East,132,expedited,delivered,False,4,True,quality_hold
SHP-008874,ORD-008874,2025-07-07,2025-07-09,2025-07-14,2025-07-13,SUP-020,Hanseatic Materials,0.846,WH-004,Cologne Distribution Center,False,PRD-0128,Mechanical,DE-North,29,standard,delivered,False,-1,False,
SHP-008875,ORD-008875,2025-08-04,2025-08-07,2025-08-18,2025-08-19,SUP-012,Bavaria Textile Group,0.813,WH-008,Dortmund Distribution Center,False,PRD-0097,Packaging,DE-Central,1055,standard,delivered,True,1,True,carrier_delay
SHP-008876,ORD-008876,2025-11-09,2025-11-10,2025-11-24,2025-11-25,SUP-002,Baltic Packaging,0.954,WH-001,Berlin Distribution Center,False,PRD-0031,Electronics,DE-East,146,standard,delivered,False,1,True,
SHP-008877,ORD-008877,2025-03-04,2025-03-04,2025-03-11,2025-03-14,SUP-014,Baltic Packaging,0.868,WH-002,Hamburg Distribution Center,False,PRD-0156,Packaging,DE-South,963,standard,delivered,True,3,True,inventory_shortage
SHP-008878,ORD-008878,2025-10-15,2025-10-17,2025-10-22,2025-11-05,SUP-016,Nordic Freight Supplies,0.901,WH-001,Berlin Distribution Center,True,PRD-0167,Textiles,DE-Central,18,standard,delivered,False,14,True,supplier_late_dispatch
SHP-008879,ORD-008879,2025-04-26,2025-04-27,2025-05-03,2025-05-13,SUP-007,Danube Tools,0.771,WH-003,Munich Distribution Center,False,PRD-0036,Textiles,DE-East,123,standard,delivered,False,10,True,warehouse_capacity_constraint
SHP-008880,ORD-008880,2025-01-05,2025-01-05,2025-01-14,2025-01-14,SUP-008,Hanseatic Materials,0.604,WH-008,Dortmund Distribution Center,False,PRD-0139,Mechanical,DE-West,253,standard,delivered,False,0,False,
SHP-008881,ORD-008881,2025-06-21,2025-06-24,2025-06-28,2025-06-26,SUP-015,Alpine Industrial Parts,0.925,WH-007,Stuttgart Distribution Center,False,PRD-0021,Packaging,DE-North,1007,critical,delivered,True,-2,False,
SHP-008882,ORD-008882,2025-11-17,2025-11-19,2025-11-27,,SUP-007,Danube Tools,0.771,WH-007,Stuttgart Distribution Center,False,PRD-0095,Electronics,DE-Central,142,standard,in_transit,True,,,
SHP-008883,ORD-008883,2025-01-24,2025-01-26,2025-02-05,2025-02-03,SUP-004,Nordic Freight Supplies,0.931,WH-004,Cologne Distribution Center,False,PRD-0178,Packaging,DE-East,1098,expedited,delivered,True,-2,False,
SHP-008884,ORD-008884,2025-10-14,2025-10-16,2025-10-22,2025-10-23,SUP-019,Danube Tools,0.652,WH-004,Cologne Distribution Center,True,PRD-0066,Mechanical,DE-Central,27,standard,delivered,False,1,True,
SHP-008885,ORD-008885,2025-03-31,2025-03-31,2025-04-07,2025-04-06,SUP-018,Elbe Manufacturing,0.745,WH-004,Cologne Distribution Center,False,PRD-0147,Textiles,DE-North,40,standard,delivered,False,-1,False,
SHP-008886,ORD-008886,2025-12-10,2025-12-12,2025-12-18,2025-12-19,SUP-011,Saxon Metals,0.611,WH-007,Stuttgart Distribution Center,False,PRD-0116,Packaging,DE-Central,498,standard,delivered,True,1,True,
SHP-008887,ORD-008887,2025-11-10,2025-11-11,2025-11-19,2025-11-24,SUP-008,Hanseatic Materials,0.604,WH-007,Stuttgart Distribution Center,False,PRD-0023,Electronics,DE-North,139,standard,delivered,True,5,True,inventory_shortage
SHP-008888,ORD-008888,2025-06-22,2025-06-23,2025-06-30,2025-06-30,SUP-014,Baltic Packaging,0.868,WH-001,Berlin Distribution Center,False,PRD-0103,Raw Materials,DE-West,250,standard,delivered,True,0,False,
SHP-008889,ORD-008889,2025-05-29,2025-05-29,2025-06-04,2025-06-04,SUP-001,Rhine Components,0.724,WH-002,Hamburg Distribution Center,False,PRD-0175,Mechanical,DE-West,241,standard,delivered,False,0,False,
SHP-008890,ORD-008890,2025-04-29,2025-04-29,2025-05-07,2025-05-07,SUP-018,Elbe Manufacturing,0.745,WH-002,Hamburg Distribution Center,True,PRD-0130,Electronics,DE-West,28,expedited,delivered,False,0,False,
SHP-008891,ORD-008891,2025-02-10,2025-02-10,2025-02-16,2025-02-16,SUP-015,Alpine Industrial Parts,0.925,WH-006,Leipzig Distribution Center,False,PRD-0090,Electronics,DE-North,29,critical,delivered,False,0,False,
SHP-008892,ORD-008892,2025-07-25,2025-07-25,2025-08-04,2025-08-07,SUP-007,Danube Tools,0.771,WH-004,Cologne Distribution Center,False,PRD-0091,Electronics,DE-East,159,standard,delivered,False,3,True,supplier_late_dispatch
SHP-008893,ORD-008893,2025-12-31,2025-12-31,2026-01-05,2026-01-05,SUP-010,Black Forest Plastics,0.829,WH-003,Munich Distribution Center,True,PRD-0151,Electronics,DE-East,139,expedited,delivered,False,0,False,
SHP-008894,ORD-008894,2025-09-21,2025-09-22,2025-09-27,2025-10-05,SUP-005,Main River Electronics,0.945,WH-005,Frankfurt Distribution Center,False,PRD-0070,Mechanical,DE-Central,247,standard,delivered,True,8,True,weather_disruption
SHP-008895,ORD-008895,2025-03-18,2025-03-19,2025-03-29,2025-03-27,SUP-023,Saxon Metals,0.93,WH-005,Frankfurt Distribution Center,False,PRD-0179,Textiles,DE-Central,231,standard,delivered,False,-2,False,
SHP-008896,ORD-008896,2025-05-26,2025-05-27,2025-06-06,2025-06-16,SUP-004,Nordic Freight Supplies,0.931,WH-002,Hamburg Distribution Center,False,PRD-0040,Electronics,DE-West,51,expedited,delivered,False,10,True,inventory_shortage
SHP-008897,ORD-008897,2025-09-29,2025-10-02,2025-10-04,2025-10-05,SUP-015,Alpine Industrial Parts,0.925,WH-004,Cologne Distribution Center,False,PRD-0158,Raw Materials,DE-West,69,standard,delivered,False,1,True,
SHP-008898,ORD-008898,2025-07-19,2025-07-19,2025-07-30,2025-07-29,SUP-023,Saxon Metals,0.93,WH-006,Leipzig Distribution Center,False,PRD-0052,Textiles,DE-North,207,expedited,delivered,True,-1,False,
SHP-008899,ORD-008899,2025-04-04,2025-04-06,2025-04-15,2025-04-16,SUP-011,Saxon Metals,0.611,WH-003,Munich Distribution Center,False,PRD-0082,Packaging,DE-North,810,standard,delivered,True,1,True,
SHP-008900,ORD-008900,2025-01-08,2025-01-10,2025-01-18,2025-01-23,SUP-005,Main River Electronics,0.945,WH-002,Hamburg Distribution Center,False,PRD-0070,Mechanical,DE-Central,260,standard,delivered,True,5,True,inventory_shortage
SHP-008901,ORD-008901,2025-10-26,2025-10-26,2025-11-02,2025-11-02,SUP-006,Elbe Manufacturing,0.939,WH-008,Dortmund Distribution Center,True,PRD-0135,Mechanical,DE-Central,250,standard,delivered,False,0,False,
SHP-008902,ORD-008902,2025-10-17,2025-10-19,2025-10-30,2025-10-30,SUP-023,Saxon Metals,0.93,WH-001,Berlin Distribution Center,False,PRD-0060,Textiles,DE-North,58,standard,delivered,False,0,False,
SHP-008903,ORD-008903,2025-08-31,2025-09-01,2025-09-11,2025-09-15,SUP-008,Hanseatic Materials,0.604,WH-007,Stuttgart Distribution Center,False,PRD-0006,Mechanical,DE-Central,308,standard,delivered,False,4,True,quality_hold
SHP-008904,ORD-008904,2025-12-27,2025-12-28,2026-01-09,2026-01-09,SUP-024,Bavaria Textile Group,0.894,WH-004,Cologne Distribution Center,False,PRD-0117,Raw Materials,DE-West,82,standard,delivered,False,0,False,
SHP-008905,ORD-008905,2025-05-24,2025-05-27,2025-06-05,2025-06-05,SUP-023,Saxon Metals,0.93,WH-007,Stuttgart Distribution Center,False,PRD-0052,Textiles,DE-Central,300,standard,delivered,True,0,False,
SHP-008906,ORD-008906,2025-03-04,2025-03-06,2025-03-16,2025-03-18,SUP-002,Baltic Packaging,0.954,WH-005,Frankfurt Distribution Center,False,PRD-0031,Electronics,DE-North,94,expedited,delivered,False,2,True,warehouse_capacity_constraint
SHP-008907,ORD-008907,2025-04-12,2025-04-12,2025-04-22,2025-04-21,SUP-001,Rhine Components,0.724,WH-001,Berlin Distribution Center,False,PRD-0013,Raw Materials,DE-South,24,standard,delivered,False,-1,False,
SHP-008908,ORD-008908,2025-04-21,2025-04-22,2025-05-03,2025-05-02,SUP-005,Main River Electronics,0.945,WH-008,Dortmund Distribution Center,False,PRD-0162,Packaging,DE-West,555,standard,delivered,True,-1,False,
SHP-008909,ORD-008909,2025-11-11,2025-11-13,2025-11-17,2025-11-27,SUP-001,Rhine Components,0.724,WH-003,Munich Distribution Center,False,PRD-0065,Packaging,DE-East,790,standard,delivered,True,10,True,carrier_delay
SHP-008910,ORD-008910,2025-12-29,2025-12-29,2026-01-08,2026-01-15,SUP-018,Elbe Manufacturing,0.745,WH-001,Berlin Distribution Center,False,PRD-0038,Mechanical,DE-East,82,standard,delivered,False,7,True,supplier_late_dispatch
SHP-008911,ORD-008911,2025-11-13,2025-11-15,2025-11-28,2025-11-28,SUP-002,Baltic Packaging,0.954,WH-006,Leipzig Distribution Center,True,PRD-0014,Electronics,DE-Central,118,standard,delivered,False,0,False,
SHP-008912,ORD-008912,2025-03-28,2025-03-31,2025-04-07,,SUP-007,Danube Tools,0.771,WH-005,Frankfurt Distribution Center,False,PRD-0036,Textiles,DE-East,104,standard,in_transit,False,,,
SHP-008913,ORD-008913,2025-12-14,2025-12-16,2025-12-22,2025-12-22,SUP-018,Elbe Manufacturing,0.745,WH-006,Leipzig Distribution Center,True,PRD-0145,Mechanical,DE-South,299,expedited,delivered,True,0,False,
SHP-008914,ORD-008914,2025-06-13,2025-06-13,2025-06-25,2025-06-24,SUP-008,Hanseatic Materials,0.604,WH-006,Leipzig Distribution Center,True,PRD-0073,Packaging,DE-East,1178,expedited,delivered,True,-1,False,
SHP-008915,ORD-008915,2025-06-22,2025-06-22,2025-07-03,2025-07-01,SUP-008,Hanseatic Materials,0.604,WH-007,Stuttgart Distribution Center,False,PRD-0111,Textiles,DE-North,22,standard,delivered,False,-2,False,
SHP-008916,ORD-008916,2025-02-04,2025-02-05,2025-02-11,2025-02-10,SUP-014,Baltic Packaging,0.868,WH-004,Cologne Distribution Center,False,PRD-0126,Electronics,DE-South,136,standard,delivered,False,-1,False,
SHP-008917,ORD-008917,2025-04-19,2025-04-21,2025-05-04,2025-05-03,SUP-024,Bavaria Textile Group,0.894,WH-004,Cologne Distribution Center,False,PRD-0117,Raw Materials,DE-East,384,standard,delivered,False,-1,False,
SHP-008918,ORD-008918,2025-11-06,2025-11-06,2025-11-15,2025-11-14,SUP-019,Danube Tools,0.652,WH-003,Munich Distribution Center,True,PRD-0180,Electronics,DE-East,77,standard,delivered,False,-1,False,
SHP-008919,ORD-008919,2025-08-16,2025-08-18,2025-08-27,2025-08-27,SUP-022,Black Forest Plastics,0.971,WH-007,Stuttgart Distribution Center,False,PRD-0140,Raw Materials,DE-North,400,expedited,delivered,True,0,False,
SHP-008920,ORD-008920,2025-10-26,2025-10-26,2025-11-04,2025-11-09,SUP-008,Hanseatic Materials,0.604,WH-001,Berlin Distribution Center,False,PRD-0073,Packaging,DE-South,415,standard,delivered,True,5,True,inventory_shortage
SHP-008921,ORD-008921,2025-02-14,2025-02-17,2025-02-22,2025-02-21,SUP-018,Elbe Manufacturing,0.745,WH-005,Frankfurt Distribution Center,False,PRD-0022,Electronics,DE-West,19,expedited,delivered,False,-1,False,
SHP-008922,ORD-008922,2025-11-02,2025-11-05,2025-11-13,2025-11-15,SUP-021,Ruhr Mechanical,0.841,WH-008,Dortmund Distribution Center,False,PRD-0100,Packaging,DE-South,733,standard,delivered,False,2,True,weather_disruption
SHP-008923,ORD-008923,2025-04-25,2025-04-26,2025-05-01,2025-04-29,SUP-013,Rhine Components,0.887,WH-008,Dortmund Distribution Center,False,PRD-0092,Mechanical,DE-West,25,standard,delivered,False,-2,False,
SHP-008924,ORD-008924,2025-09-05,2025-09-06,2025-09-13,2025-09-27,SUP-010,Black Forest Plastics,0.829,WH-008,Dortmund Distribution Center,False,PRD-0132,Textiles,DE-East,212,standard,delivered,False,14,True,carrier_delay
SHP-008925,ORD-008925,2025-09-23,2025-09-25,2025-10-04,2025-10-04,SUP-004,Nordic Freight Supplies,0.931,WH-002,Hamburg Distribution Center,True,PRD-0017,Textiles,DE-Central,42,standard,delivered,False,0,False,
SHP-008926,ORD-008926,2025-05-10,2025-05-13,2025-05-18,2025-05-18,SUP-014,Baltic Packaging,0.868,WH-004,Cologne Distribution Center,False,PRD-0160,Packaging,DE-West,52,standard,delivered,False,0,False,
SHP-008927,ORD-008927,2025-12-04,2025-12-04,2025-12-14,2025-12-14,SUP-008,Hanseatic Materials,0.604,WH-004,Cologne Distribution Center,False,PRD-0081,Raw Materials,DE-North,323,standard,delivered,False,0,False,
SHP-008928,ORD-008928,2025-06-29,2025-06-29,2025-07-12,2025-07-12,SUP-008,Hanseatic Materials,0.604,WH-003,Munich Distribution Center,True,PRD-0073,Packaging,DE-South,972,standard,delivered,True,0,False,
SHP-008929,ORD-008929,2025-12-06,2025-12-06,2025-12-14,,SUP-010,Black Forest Plastics,0.829,WH-008,Dortmund Distribution Center,False,PRD-0132,Textiles,DE-East,190,expedited,in_transit,False,,,
SHP-008930,ORD-008930,2025-11-20,2025-11-22,2025-11-27,2025-12-03,SUP-013,Rhine Components,0.887,WH-007,Stuttgart Distribution Center,False,PRD-0025,Packaging,DE-East,365,standard,delivered,True,6,True,inventory_shortage
SHP-008931,ORD-008931,2025-06-08,2025-06-11,2025-06-16,2025-06-20,SUP-001,Rhine Components,0.724,WH-008,Dortmund Distribution Center,False,PRD-0065,Packaging,DE-Central,189,expedited,delivered,True,4,True,supplier_late_dispatch
SHP-008932,ORD-008932,2025-08-04,2025-08-06,2025-08-15,2025-08-17,SUP-005,Main River Electronics,0.945,WH-001,Berlin Distribution Center,False,PRD-0070,Mechanical,DE-Central,285,standard,delivered,True,2,True,carrier_delay
SHP-008933,ORD-008933,2025-11-01,2025-11-03,2025-11-16,2025-11-26,SUP-016,Nordic Freight Supplies,0.901,WH-005,Frankfurt Distribution Center,False,PRD-0123,Electronics,DE-North,126,expedited,delivered,True,10,True,weather_disruption
SHP-008934,ORD-008934,2025-10-17,2025-10-20,2025-10-25,2025-10-26,SUP-001,Rhine Components,0.724,WH-003,Munich Distribution Center,False,PRD-0175,Mechanical,DE-East,237,standard,delivered,False,1,True,warehouse_capacity_constraint
SHP-008935,ORD-008935,2025-02-25,2025-02-27,2025-03-07,2025-03-12,SUP-019,Danube Tools,0.652,WH-001,Berlin Distribution Center,False,PRD-0084,Raw Materials,DE-East,369,standard,delivered,False,5,True,inventory_shortage
SHP-008936,ORD-008936,2025-10-09,2025-10-12,2025-10-19,2025-10-23,SUP-008,Hanseatic Materials,0.604,WH-005,Frankfurt Distribution Center,True,PRD-0106,Textiles,DE-North,336,standard,delivered,False,4,True,supplier_late_dispatch
SHP-008937,ORD-008937,2025-11-19,2025-11-21,2025-11-28,2025-12-01,SUP-008,Hanseatic Materials,0.604,WH-006,Leipzig Distribution Center,False,PRD-0006,Mechanical,DE-East,16,expedited,delivered,False,3,True,weather_disruption
SHP-008938,ORD-008938,2025-12-04,2025-12-06,2025-12-11,2025-12-15,SUP-018,Elbe Manufacturing,0.745,WH-003,Munich Distribution Center,False,PRD-0038,Mechanical,DE-North,81,standard,delivered,False,4,True,customs_documentation
SHP-008939,ORD-008939,2025-10-09,2025-10-10,2025-10-24,2025-10-24,SUP-016,Nordic Freight Supplies,0.901,WH-004,Cologne Distribution Center,False,PRD-0008,Raw Materials,DE-North,126,expedited,delivered,False,0,False,
SHP-008940,ORD-008940,2025-11-21,2025-11-22,2025-12-04,2025-12-05,SUP-004,Nordic Freight Supplies,0.931,WH-006,Leipzig Distribution Center,False,PRD-0045,Textiles,DE-East,295,standard,delivered,True,1,True,inventory_shortage
